id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,private_positional_accuracy,geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2793988,Thu Mar 17 2016 10:47:13 GMT-0400 (EDT),2016-03-17,2016-03-18 03:47:13 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:47:54 +1300,2017-04-06 07:38:17 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2793988,https://static.inaturalist.org/photos/3171254/medium.jpg?1458226084,,"Maupin, A. 
Appears to be a cardinal in a tree. ",true,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7862841757,-78.6680879351,5,,,,,,false,,,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
2793989,Thu Mar 17 2016 10:47:44 GMT-0400 (EDT),2016-03-17,2016-03-18 03:47:44 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:48:01 +1300,2017-04-06 07:38:18 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2793989,https://static.inaturalist.org/photos/3171256/medium.jpg?1458226088,,A. Adams,false,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7874568459,-78.6710019038,5,,,,,,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
2793990,Thu Mar 17 2016 10:47:44 GMT-0400 (EDT),2016-03-17,2016-03-18 03:47:44 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:48:10 +1300,2017-04-06 07:38:18 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2793990,https://static.inaturalist.org/photos/3171262/medium.jpg?1458226114,,"Manley, J",true,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7876396971,-78.6711540353,5,,,,,,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
2793991,Thu Mar 17 2016 10:42:37 GMT-0400 (EDT),2016-03-17,2016-03-18 03:42:37 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:48:14 +1300,2017-04-06 07:38:18 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2793991,https://static.inaturalist.org/photos/3171264/medium.jpg?1458226122,,"Scheid, M
1. Beetle thing
2. Worm and centipede 
3 centipede ",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7873383333,-78.6710133333,,,,,,,false,,,,Dermaptera,Earwigs,Insecta,47793
2793994,Thu Mar 17 2016 10:47:10 GMT-0400 (EDT),2016-03-17,2016-03-18 03:47:10 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:48:18 +1300,2017-04-06 07:38:18 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2793994,https://static.inaturalist.org/photos/3171413/medium.jpg?1458226828,,"Justus, Cody",false,1,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7861245424,-78.6682357919,5,,,,,,false,,,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
2793995,Thu Mar 17 2016 10:47:54 GMT-0400 (EDT),2016-03-17,2016-03-18 03:47:54 +1300,Eastern Time (US & Canada),false,199400,joshleitch,2016-03-18 03:48:19 +1300,2017-04-06 07:38:18 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2793995,https://static.inaturalist.org/photos/3171261/medium.jpg?1458226112,,"Leitch, Josh bird
",false,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7874102006,-78.6709616707,5,,,,,,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
2793998,Thu Mar 17 2016 10:46:53 GMT-0400 (EDT),2016-03-17,2016-03-18 03:46:53 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:48:36 +1300,2017-04-06 07:38:18 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2793998,https://static.inaturalist.org/photos/3171263/medium.jpg?1458226209,,"Taylor, M
Bird's Nest",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7866188651,-78.6756795087,5,,,,,,false,,,,Aves,Birds,Aves,3
2793999,Thu Mar 17 2016 10:46:51 GMT-0400 (EDT),2016-03-17,2016-03-18 03:46:51 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:48:47 +1300,2017-04-06 07:38:19 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2793999,https://static.inaturalist.org/photos/3171267/medium.jpg?1458226138,,"Spencer, S. I saw an orange wasp nest on Alexander Hall. I'd hate to live there. Bugs creep me out. ",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.784718562,-78.6719478016,5,,,,,,false,,,,,,,
2794004,Thu Mar 17 2016 10:48:39 GMT-0400 (EDT),2016-03-17,2016-03-18 03:48:39 +1300,Eastern Time (US & Canada),false,199399,mkandrews,2016-03-18 03:49:40 +1300,2017-04-06 07:38:19 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794004,https://static.inaturalist.org/photos/3171270/medium.jpg?1458226191,,"K. Andrews 
#ncsubio105
Bird (red Cardinal)",false,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.78740492,-78.6714934186,5,,,,,,false,,,Northern Cardinal,Cardinalis cardinalis,Northern Cardinal,Aves,9083
2794005,Thu Mar 17 2016 10:49:13 GMT-0400 (EDT),2016-03-17,2016-03-18 03:49:13 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:49:41 +1300,2017-04-06 07:38:19 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794005,https://static.inaturalist.org/photos/3171278/medium.jpg?1458226227,,"Andrews, K 
A type of bee found on the bricks ",true,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7871377049,-78.6712128763,5,,,,,,false,,,"Ants, Bees, Wasps and Sawflies",Hymenoptera,"Ants, Bees, Wasps & Sawflies",Insecta,47201
2794006,Thu Mar 17 2016 10:49:03 GMT-0400 (EDT),2016-03-17,2016-03-18 03:49:03 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:49:50 +1300,2017-04-06 07:38:19 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794006,https://static.inaturalist.org/photos/3171272/medium.jpg?1458226199,,"A small black ant. Martin, S",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7871486014,-78.6699812394,5,,,,,,false,,,Insects,Insecta,Insects,Insecta,47158
2794007,Thu Mar 17 2016 10:49:46 GMT-0400 (EDT),2016-03-17,2016-03-18 03:49:46 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:49:52 +1300,2017-04-06 07:38:19 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794007,https://static.inaturalist.org/photos/3171271/medium.jpg?1458226197,,"Munson, E 
Squirrel ",false,1,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7863121713,-78.6659400725,5,,,,,,false,,,Tree Squirrels,Sciurus,Tree Squirrels,Mammalia,45994
2794010,Thu Mar 17 2016 10:49:19 GMT-0400 (EDT),2016-03-17,2016-03-18 03:49:19 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:50:03 +1300,2017-04-06 07:38:19 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794010,https://static.inaturalist.org/photos/3171274/medium.jpg?1458226213,,"Bird
Porrello, J
",true,1,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7868059911,-78.6761466321,5,,,,,,false,,,Birds,Aves,Birds,Aves,3
2794011,2016-03-17 10:48:03 AM EDT,2016-03-17,2016-03-18 03:48:03 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:50:05 +1300,2017-04-06 07:38:20 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794011,https://static.inaturalist.org/photos/3171275/medium.jpeg?1458226218,,"Hernandez, J",false,0,0,false,,"100 Pilsbury Cir Raleigh, NC 27607",35.78798766,-78.67334712,10,,,,,,false,,,Spiders,Araneae,Spiders,Arachnida,47118
2794012,Thu Mar 17 2016 10:43:06 GMT-0400 (EDT),2016-03-17,2016-03-18 03:43:06 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:50:06 +1300,2017-04-06 07:38:20 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794012,https://static.inaturalist.org/photos/3171283/medium.jpg?1458226247,,"srapier 
1. Slowworm and centipede 
2. Bird",true,3,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7874381123,-78.6709361058,10,,,,,,false,,,Animals,Animalia,Animals,Reptilia,1
2794013,Thu Mar 17 2016 10:49:53 GMT-0400 (EDT),2016-03-17,2016-03-18 03:49:53 +1300,Eastern Time (US & Canada),false,199400,joshleitch,2016-03-18 03:50:10 +1300,2017-04-06 07:38:20 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794013,https://static.inaturalist.org/photos/3171277/medium.jpg?1458226225,,"Leitch, josh bird",false,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7879331056,-78.6709769257,5,,,,,,false,,,Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
2794021,Thu Mar 17 2016 10:48:58 GMT-0400 (EDT),2016-03-17,2016-03-18 03:48:58 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:51:11 +1300,2017-04-06 07:38:20 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794021,https://static.inaturalist.org/photos/3171290/medium.jpg?1458226276,,"Taylor, M
Grey Bird",false,1,0,false,3,"North Carolina State University, Raleigh, NC, US",35.787250693,-78.677402325,5,,,,,,false,,,Perching Birds,Passeriformes,Perching Birds,Aves,7251
2794022,Thu Mar 17 2016 10:50:23 GMT-0400 (EDT),2016-03-17,2016-03-18 03:50:23 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:51:26 +1300,2017-04-06 07:38:20 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794022,https://static.inaturalist.org/photos/3171292/medium.jpg?1458226293,,"Lewis, N bird
",false,0,0,false,3,"111 Friendly Dr, Raleigh, NC, US",35.7880689344,-78.6755164807,5,,,,,,false,,,Birds,Aves,Birds,Aves,3
2794023,Thu Mar 17 2016 10:48:11 GMT-0400 (EDT),2016-03-17,2016-03-18 03:48:11 +1300,Eastern Time (US & Canada),false,199395,jameson,2016-03-18 03:51:46 +1300,2017-04-06 07:38:20 +1200,research,,http://www.inaturalist.org/observations/2794023,https://static.inaturalist.org/photos/3171295/medium.jpg?1458226315,,"A bird with a red chest and a black bird 
Balentine, J #ncsubio
",false,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7874659822,-78.6714212504,5,,,,,,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
2794024,Thu Mar 17 2016 10:49:15 GMT-0400 (EDT),2016-03-17,2016-03-18 03:49:15 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:51:47 +1300,2017-04-06 07:38:21 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794024,https://static.inaturalist.org/photos/3171294/medium.jpg?1458226312,,"McLean, I.
Bumble bee",false,2,0,false,3,"111 Friendly Dr, Raleigh, NC, US",35.7879837742,-78.6754938495,5,,,,,,false,,,"Honey Bees, Bumble Bees, and Allies",Apidae,"Honey Bees, Bumble Bees, and Allies",Insecta,47221
2794027,2016-03-17 10:49:50,2016-03-17,2016-03-18 03:49:50 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:52:04 +1300,2017-04-06 07:38:21 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794027,https://static.inaturalist.org/photos/3171297/medium.jpeg?1458226325,,"Wildman, M",false,0,0,false,,"Wake County, US-NC, US",35.7862052601,-78.6661137455,5,,,,,,false,,,Squirrel,,,,
2794028,2016-03-17 10:47:24,2016-03-17,2016-03-18 03:47:24 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:52:08 +1300,2017-04-06 07:38:21 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794028,https://static.inaturalist.org/photos/3171298/medium.jpg?1458226333,,3 blue Jays around a nest near mann hall.,false,1,0,false,,"Wake County, US-NC, US",35.786337,-78.6693474,21,,,,,,false,,,blue jay,Cyanocitta cristata,Blue Jay,Aves,8229
2794029,Thu Mar 17 2016 10:51:09 GMT-0400 (EDT),2016-03-17,2016-03-18 03:51:09 +1300,Eastern Time (US & Canada),,199385,logan7,2016-03-18 03:52:17 +1300,2017-04-06 07:38:21 +1200,needs_id,,http://www.inaturalist.org/observations/2794029,https://static.inaturalist.org/photos/3171301/medium.jpg?1458226341,,"L. Rose, Saw multiple squirrels climbing a tree",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7847663388,-78.6726320163,5,,,,,,false,,,Squirrels and Allies,Sciuridae,Squirrels and Allies,Mammalia,45933
2794030,2016-03-17 10:51:05,2016-03-17,2016-03-18 03:51:05 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:52:20 +1300,2017-04-06 07:38:21 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794030,https://static.inaturalist.org/photos/3171302/medium.jpeg?1458226344,,"Small black and orange robin. Pinkos, C",false,2,0,false,,"Wake County, US-NC, US",35.7854514756,-78.6662693974,5,,,,,,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
2794036,Thu Mar 17 2016 10:52:13 GMT-0400 (EDT),2016-03-17,2016-03-18 03:52:13 +1300,Eastern Time (US & Canada),false,199400,joshleitch,2016-03-18 03:52:32 +1300,2017-05-05 21:32:28 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794036,https://static.inaturalist.org/photos/3171308/medium.jpg?1458226355,"","Leitch, josh squirrel
",false,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7871275209,-78.6714451388,5,,,,,,false,,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
2794038,2016-03-17 10:51:21 AM EDT,2016-03-17,2016-03-18 03:51:21 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:52:40 +1300,2017-04-06 07:38:22 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794038,https://static.inaturalist.org/photos/3171311/medium.jpeg?1458226367,,"Robin on the side walk outside of Saw. Williams, Z",false,2,0,false,,"2341 Stinson Dr Raleigh, NC 27607",35.7852783203,-78.6661148071,,,,,,,false,gps,gps,American Robin,Turdus migratorius,American Robin,Aves,12727
2794042,Thu Mar 17 2016 10:50:08 GMT-0400 (EDT),2016-03-17,2016-03-18 03:50:08 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:52:51 +1300,2017-04-06 07:38:22 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794042,https://static.inaturalist.org/photos/3171317/medium.jpg?1458226377,,"Babb, L
American crow. I found this bird under the tress next to the atrium. There were 5 or 6 birds when we walked up but then the majority of them flew away because they were skittish. Looks like they were gathering supplies or looking for food. ",false,3,1,false,3,"North Carolina State University, Raleigh, NC, US",35.7877307246,-78.6712411233,5,,,,,,false,,,Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
2794048,Thu Mar 17 2016 10:52:09 GMT-0400 (EDT),2016-03-17,2016-03-18 03:52:09 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:53:09 +1300,2017-04-06 07:38:22 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794048,https://static.inaturalist.org/photos/3171341/medium.jpg?1458226457,,"Andrews K 
Gray squirrel in a tree
",false,1,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7873572689,-78.6731053424,5,,,,,,false,,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
2794050,2016-03-17 10:47:24,2016-03-17,2016-03-18 03:47:24 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:53:11 +1300,2017-04-06 07:38:22 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794050,https://static.inaturalist.org/photos/3171326/medium.jpg?1458226398,,"Lubinecky, N
3 blue Jays around a nest near mann hall.",false,2,0,false,,"Wake County, US-NC, US",35.7866063,-78.6695246,22,,,,,,false,,,blue jay,Cyanocitta cristata,Blue Jay,Aves,8229
2794056,Thu Mar 17 2016 10:52:24 GMT-0400 (EDT),2016-03-17,2016-03-18 03:52:24 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:53:24 +1300,2017-04-06 07:38:22 +1200,casual,CC-BY-NC,http://www.inaturalist.org/observations/2794056,,,"Munson, E
Multiple Bumble bees",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7861667034,-78.666045433,5,,,,,,false,,,Bumble Bees,Bombus,Bumble Bees,Insecta,52775
2794058,Thu Mar 17 2016 10:51:46 GMT-0400 (EDT),2016-03-17,2016-03-18 03:51:46 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:53:25 +1300,2017-04-06 07:38:23 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794058,https://static.inaturalist.org/photos/3171332/medium.jpg?1458226423,,"Parker, G
",false,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7860999834,-78.6661916972,5,,,,,,false,,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
2794060,2016-03-17 10:52:52 AM EDT,2016-03-17,2016-03-18 03:52:52 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:53:26 +1300,2017-04-06 07:38:23 +1200,casual,CC-BY-NC,http://www.inaturalist.org/observations/2794060,,,"Hernandez, J",false,0,0,false,,"10 Yarbrough Dr Raleigh, NC 27607",35.78693349,-78.67403597,5,,,,,,false,,,"Honey Bees, Bumble Bees, and Allies",Apidae,"Honey Bees, Bumble Bees, and Allies",Insecta,47221
2794062,2016-03-17 10:51:26 AM EDT,2016-03-17,2016-03-18 03:51:26 +1300,Eastern Time (US & Canada),false,199397,connor3,2016-03-18 03:53:39 +1300,2017-04-06 07:38:23 +1200,research,,http://www.inaturalist.org/observations/2794062,https://static.inaturalist.org/photos/3171335/medium.jpeg?1458226430,,Connor Hess Bio105 Sec 002 ,true,3,1,false,2,"Lampe Dr Raleigh, NC 27607",35.78649148,-78.66843458,6,,,,,,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
2794063,Thu Mar 17 2016 10:52:05 GMT-0400 (EDT),2016-03-17,2016-03-18 03:52:05 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:53:42 +1300,2017-04-06 07:38:23 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794063,https://static.inaturalist.org/photos/3171426/medium.jpg?1458226866,,"Hyman, A 
BIO105 (002)",true,3,1,false,3,"North Carolina State University, Raleigh, NC, US",35.7867823122,-78.6684086268,5,,,,,,false,,,Blue Jay,Cyanocitta cristata,Blue Jay,Aves,8229
2794065,,,,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:53:45 +1300,2017-04-06 07:38:23 +1200,casual,CC-BY-NC,http://www.inaturalist.org/observations/2794065,,,"Goodman, J.
Bird (Presumably sparrow)",false,0,0,false,,"Wake County, US-NC, US",35.7872925811,-78.6776638468,65,,,,,,false,,,Sparrow,,,,
2794066,Thu Mar 17 2016 10:49:57 GMT-0400 (EDT),2016-03-17,2016-03-18 03:49:57 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:53:45 +1300,2017-04-06 07:38:23 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794066,https://static.inaturalist.org/photos/3171350/medium.jpg?1458226484,,"Davis, J
American Crow found by trees by the Atrium, there were 5 or 6 when we walked up and all but 3 left. It looks like they were gathering grass or twigs ",false,3,1,false,3,"North Carolina State University, Raleigh, NC, US",35.7877360471,-78.6711790972,5,,,,,,false,,,Common Grackle,Quiscalus quiscula,Common Grackle,Aves,9602
2794067,2016-03-17 10:53:09 AM EDT,2016-03-17,2016-03-18 03:53:09 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:53:52 +1300,2017-04-06 07:38:24 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794067,https://static.inaturalist.org/photos/3171336/medium.jpeg?1458226439,,"Williams, Z",false,1,0,false,,"Stinson Dr Raleigh, NC 27605",35.7847213745,-78.6652755737,,,,,,,false,gps,gps,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
2794068,Thu Mar 17 2016 10:51:52 GMT-0400 (EDT),2016-03-17,2016-03-18 03:51:52 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:53:58 +1300,2017-04-06 07:38:24 +1200,casual,CC-BY-NC,http://www.inaturalist.org/observations/2794068,,,"Callis, M
Small red ants, camera couldn't focus on them
BIO105",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7864902029,-78.6764811539,5,,,,,,false,,,Ants,Formicidae,Ants,Insecta,47336
2794070,Thu Mar 17 2016 10:51:42 GMT-0400 (EDT),2016-03-17,2016-03-18 03:51:42 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:54:00 +1300,2017-04-06 07:38:24 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794070,https://static.inaturalist.org/photos/3171338/medium.jpg?1458226452,,"Boldizar, H. 
Blattodea",true,2,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7868473558,-78.6663051043,5,,,,,,false,,,Blattidae,Blattidae,,Insecta,82232
2794072,Thu Mar 17 2016 10:52:39 GMT-0400 (EDT),2016-03-17,2016-03-18 03:52:39 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:54:08 +1300,2017-04-06 07:38:24 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794072,https://static.inaturalist.org/photos/3171342/medium.jpg?1458226460,,Cruz Garcia Kevin ,false,1,0,false,3,"North Carolina State University, Raleigh, NC, US",35.786575,-78.66935,,,,,,,false,,,Blue Jay,Cyanocitta cristata,Blue Jay,Aves,8229
2794075,2016-03-17 10:50:53,2016-03-17,2016-03-18 03:50:53 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:54:21 +1300,2017-04-06 07:38:25 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794075,https://static.inaturalist.org/photos/3171343/medium.jpeg?1458226465,,Bird in small tree,false,0,0,false,,"Wake County, US-NC, US",35.7866889378,-78.6666185875,5,,,,,,false,,,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,Aves,14886
2794076,2016-03-17 10:51:55 AM EDT,2016-03-17,2016-03-18 03:51:55 +1300,Eastern Time (US & Canada),,199381,hgholmes,2016-03-18 03:54:26 +1300,2017-04-06 07:38:25 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794076,https://static.inaturalist.org/photos/3171347/medium.jpeg?1458226476,,"Holmes, H. 

May just be a hole.. But looks pretty deep like something could be living there. ",false,0,0,false,,"2520 Sullivan Dr Raleigh, NC 27607",35.78461839,-78.6776811,6,,,,,,false,gps,gps,,,,,
2794078,Thu Mar 17 2016 10:53:52 GMT-0400 (EDT),2016-03-17,2016-03-18 03:53:52 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:54:40 +1300,2017-04-06 07:38:25 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794078,https://static.inaturalist.org/photos/3171352/medium.jpg?1458226485,,"Tsambouniery, mi, insect",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7829297381,-78.6736013834,5,,,,,,false,,,,,,,
2794080,2016-03-17 10:53:09,2016-03-17,2016-03-18 03:53:09 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:54:43 +1300,2017-04-06 07:38:25 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794080,https://static.inaturalist.org/photos/3171351/medium.jpeg?1458226488,,An eastern gray squirrel found on the outskirts of campus ,false,2,0,false,,"Wake County, US-NC, US",35.782982227,-78.6661065995,1414,,,,,,false,,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
2794082,Thu Mar 17 2016 10:44:05 GMT-0400 (EDT),2016-03-17,2016-03-18 03:44:05 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:54:54 +1300,2017-04-06 07:38:25 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794082,https://static.inaturalist.org/photos/3171356/medium.jpg?1458226543,,"Kelly, J
I found a bird or squirrel nest in a tree outside of the free expression tunnel ",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.78595,-78.6716466667,,,,,,,false,,,,,,,
2794085,Thu Mar 17 2016 10:54:39 GMT-0400 (EDT),2016-03-17,2016-03-18 03:54:39 +1300,Eastern Time (US & Canada),,199400,joshleitch,2016-03-18 03:55:11 +1300,2017-04-06 07:38:26 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794085,https://static.inaturalist.org/photos/3171357/medium.jpg?1458226552,,"Leitch, josh bumblebee
",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7873367332,-78.6716983561,10,,,,,,false,,,,,,,
2794088,2016-03-17 10:53:34,2016-03-17,2016-03-18 03:53:34 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:55:39 +1300,2017-04-06 07:38:26 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794088,https://static.inaturalist.org/photos/3171355/medium.jpeg?1458226543,,"K. Craig
Robin near Valentine commons. Seemed friendly ",false,2,0,false,,"Wake County, US-NC, US",35.7872388889,-78.6757055556,,,,,,,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727
2794089,Thu Mar 17 2016 10:55:34 GMT-0400 (EDT),2016-03-17,2016-03-18 03:55:34 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:55:39 +1300,2017-04-06 07:38:26 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794089,https://static.inaturalist.org/photos/3171358/medium.jpg?1458226553,,"Maupin, A. Just a fun loving squirrel sitting up in a tree!",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7854978275,-78.6648194958,10,,,,,,false,,,Tree Squirrels,Sciurus,Tree Squirrels,Mammalia,45994
2794091,Thu Mar 17 2016 10:54:12 GMT-0400 (EDT),2016-03-17,2016-03-18 03:54:12 +1300,Eastern Time (US & Canada),,197973,biology2016,2016-03-18 03:55:52 +1300,2017-04-06 07:38:26 +1200,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/2794091,https://static.inaturalist.org/photos/3171365/medium.jpg?1458226575,,"Vasconcellos, R
Annelid 
",false,0,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7864916667,-78.6663366667,,,,,,,false,,,Earthworms,Oligochaeta,Earthworms,Animalia,333586
2794094,Thu Mar 17 2016 10:49:55 GMT-0400 (EDT),2016-03-17,2016-03-18 03:49:55 +1300,Eastern Time (US & Canada),false,197973,biology2016,2016-03-18 03:56:01 +1300,2017-04-06 07:38:26 +1200,research,CC-BY-NC,http://www.inaturalist.org/observations/2794094,https://static.inaturalist.org/photos/3171361/medium.jpg?1458226570,,"Linthicum, C.",false,1,0,false,3,"North Carolina State University, Raleigh, NC, US",35.7860313551,-78.6660787174,30,,,,,,false,,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017
